week_start,entity_id,geo,interest
2024-09-09,healthy_meal_delivery,SA,59.3
2024-09-16,healthy_meal_delivery,SA,54.6
2024-09-23,healthy_meal_delivery,SA,62.2
2024-09-30,healthy_meal_delivery,SA,59.8
2024-10-07,healthy_meal_delivery,SA,56.9
2024-10-14,healthy_meal_delivery,SA,58.1
2024-10-21,healthy_meal_delivery,SA,63.0
2024-10-28,healthy_meal_delivery,SA,58.7
2024-11-04,healthy_meal_delivery,SA,65.4
2024-11-11,healthy_meal_delivery,SA,61.7
2024-11-18,healthy_meal_delivery,SA,61.2
2024-11-25,healthy_meal_delivery,SA,60.6
2024-12-02,healthy_meal_delivery,SA,61.3
2024-12-09,healthy_meal_delivery,SA,64.4
2024-12-16,healthy_meal_delivery,SA,66.0
2024-12-23,healthy_meal_delivery,SA,61.5
2024-12-30,healthy_meal_delivery,SA,67.8
2025-01-06,healthy_meal_delivery,SA,66.9
2025-01-13,healthy_meal_delivery,SA,65.7
2025-01-20,healthy_meal_delivery,SA,70.1
2025-01-27,healthy_meal_delivery,SA,67.9
2025-02-03,healthy_meal_delivery,SA,59.6
2025-02-10,healthy_meal_delivery,SA,67.6
2025-02-17,healthy_meal_delivery,SA,67.0
2025-02-24,healthy_meal_delivery,SA,67.3
2025-03-03,healthy_meal_delivery,SA,64.7
2025-03-10,healthy_meal_delivery,SA,70.6
2025-03-17,healthy_meal_delivery,SA,73.3
2025-03-24,healthy_meal_delivery,SA,69.1
2025-03-31,healthy_meal_delivery,SA,67.3
2025-04-07,healthy_meal_delivery,SA,68.0
2025-04-14,healthy_meal_delivery,SA,71.7
2025-04-21,healthy_meal_delivery,SA,65.6
2025-04-28,healthy_meal_delivery,SA,71.0
2025-05-05,healthy_meal_delivery,SA,77.7
2025-05-12,healthy_meal_delivery,SA,68.2
2025-05-19,healthy_meal_delivery,SA,71.2
2025-05-26,healthy_meal_delivery,SA,64.4
2025-06-02,healthy_meal_delivery,SA,72.8
2025-06-09,healthy_meal_delivery,SA,69.7
2025-06-16,healthy_meal_delivery,SA,74.0
2025-06-23,healthy_meal_delivery,SA,81.6
2025-06-30,healthy_meal_delivery,SA,67.3
2025-07-07,healthy_meal_delivery,SA,73.8
2025-07-14,healthy_meal_delivery,SA,73.8
2025-07-21,healthy_meal_delivery,SA,72.8
2025-07-28,healthy_meal_delivery,SA,76.4
2025-08-04,healthy_meal_delivery,SA,72.9
2025-08-11,healthy_meal_delivery,SA,80.5
2025-08-18,healthy_meal_delivery,SA,69.0
2025-08-25,healthy_meal_delivery,SA,75.7
2025-09-01,healthy_meal_delivery,SA,82.1
2025-09-08,healthy_meal_delivery,SA,72.3
2025-09-15,healthy_meal_delivery,SA,82.1
2025-09-22,healthy_meal_delivery,SA,74.6
2025-09-29,healthy_meal_delivery,SA,82.5
2025-10-06,healthy_meal_delivery,SA,85.8
2025-10-13,healthy_meal_delivery,SA,93.2
2025-10-20,healthy_meal_delivery,SA,85.2
2025-10-27,healthy_meal_delivery,SA,90.9
2025-11-03,healthy_meal_delivery,SA,82.6
2025-11-10,healthy_meal_delivery,SA,84.7
2025-11-17,healthy_meal_delivery,SA,92.3
2025-11-24,healthy_meal_delivery,SA,85.0
2025-12-01,healthy_meal_delivery,SA,83.6
2025-12-08,healthy_meal_delivery,SA,86.7
2025-12-15,healthy_meal_delivery,SA,88.7
2025-12-22,healthy_meal_delivery,SA,72.6
2025-12-29,healthy_meal_delivery,SA,76.7
2026-01-05,healthy_meal_delivery,SA,82.0
2026-01-12,healthy_meal_delivery,SA,91.6
2026-01-19,healthy_meal_delivery,SA,83.5
2026-01-26,healthy_meal_delivery,SA,89.5
2026-02-02,healthy_meal_delivery,SA,90.9
2026-02-09,healthy_meal_delivery,SA,93.9
2026-02-16,healthy_meal_delivery,SA,88.1
2026-02-23,healthy_meal_delivery,SA,91.5
2026-03-02,healthy_meal_delivery,SA,89.2
2026-03-09,healthy_meal_delivery,SA,94.3
2026-03-16,healthy_meal_delivery,SA,99.1
2026-03-23,healthy_meal_delivery,SA,97.9
2026-03-30,healthy_meal_delivery,SA,93.1
2026-04-06,healthy_meal_delivery,SA,84.7
2026-04-13,healthy_meal_delivery,SA,99.5
2026-04-20,healthy_meal_delivery,SA,100.0
2024-01-01,home_workout,SA,53.4
2024-01-08,home_workout,SA,54.3
2024-01-15,home_workout,SA,50.1
2024-01-22,home_workout,SA,44.2
2024-01-29,home_workout,SA,41.0
2024-02-05,home_workout,SA,51.5
2024-02-12,home_workout,SA,47.7
2024-02-19,home_workout,SA,52.3
2024-02-26,home_workout,SA,50.6
2024-03-04,home_workout,SA,50.3
2024-03-11,home_workout,SA,51.9
2024-03-18,home_workout,SA,47.6
2024-03-25,home_workout,SA,49.8
2024-04-01,home_workout,SA,52.0
2024-04-08,home_workout,SA,45.1
2024-04-15,home_workout,SA,55.9
2024-04-22,home_workout,SA,46.1
2024-04-29,home_workout,SA,52.4
2024-05-06,home_workout,SA,49.8
2024-05-13,home_workout,SA,51.8
2024-05-20,home_workout,SA,53.1
2024-05-27,home_workout,SA,46.2
2024-06-03,home_workout,SA,58.9
2024-06-10,home_workout,SA,50.7
2024-06-17,home_workout,SA,59.6
2024-06-24,home_workout,SA,54.6
2024-07-01,home_workout,SA,55.8
2024-07-08,home_workout,SA,54.1
2024-07-15,home_workout,SA,53.9
2024-07-22,home_workout,SA,51.7
2024-07-29,home_workout,SA,56.5
2024-08-05,home_workout,SA,54.4
2024-08-12,home_workout,SA,51.4
2024-08-19,home_workout,SA,62.4
2024-08-26,home_workout,SA,58.1
2024-09-02,home_workout,SA,58.7
2024-09-09,home_workout,SA,51.6
2024-09-16,home_workout,SA,53.9
2024-09-23,home_workout,SA,63.2
2024-09-30,home_workout,SA,52.4
2024-10-07,home_workout,SA,61.1
2024-10-14,home_workout,SA,52.4
2024-10-21,home_workout,SA,58.2
2024-10-28,home_workout,SA,59.3
2024-11-04,home_workout,SA,63.5
2024-11-11,home_workout,SA,68.5
2024-11-18,home_workout,SA,54.1
2024-11-25,home_workout,SA,60.3
2024-12-02,home_workout,SA,57.4
2024-12-09,home_workout,SA,62.4
2024-12-16,home_workout,SA,61.3
2024-12-23,home_workout,SA,59.6
2024-12-30,home_workout,SA,54.1
2025-01-06,home_workout,SA,63.8
2025-01-13,home_workout,SA,61.6
2025-01-20,home_workout,SA,62.2
2025-01-27,home_workout,SA,57.9
2025-02-03,home_workout,SA,56.3
2025-02-10,home_workout,SA,68.1
2025-02-17,home_workout,SA,52.4
2025-02-24,home_workout,SA,56.4
2025-03-03,home_workout,SA,64.2
2025-03-10,home_workout,SA,65.3
2025-03-17,home_workout,SA,66.4
2025-03-24,home_workout,SA,64.0
2025-03-31,home_workout,SA,57.9
2025-04-07,home_workout,SA,64.0
2025-04-14,home_workout,SA,67.3
2025-04-21,home_workout,SA,60.9
2025-04-28,home_workout,SA,59.1
2025-05-05,home_workout,SA,69.2
2025-05-12,home_workout,SA,67.2
2025-05-19,home_workout,SA,65.8
2025-05-26,home_workout,SA,65.7
2025-06-02,home_workout,SA,72.6
2025-06-09,home_workout,SA,69.3
2025-06-16,home_workout,SA,68.1
2025-06-23,home_workout,SA,59.7
2025-06-30,home_workout,SA,63.0
2025-07-07,home_workout,SA,70.7
2025-07-14,home_workout,SA,71.1
2025-07-21,home_workout,SA,64.4
2025-07-28,home_workout,SA,65.7
2025-08-04,home_workout,SA,65.2
2025-08-11,home_workout,SA,68.4
2025-08-18,home_workout,SA,70.8
2025-08-25,home_workout,SA,68.9
2025-09-01,home_workout,SA,65.3
2025-09-08,home_workout,SA,71.3
2025-09-15,home_workout,SA,73.3
2025-09-22,home_workout,SA,69.0
2025-09-29,home_workout,SA,86.6
2025-10-06,home_workout,SA,64.0
2025-10-13,home_workout,SA,67.2
2025-10-20,home_workout,SA,75.4
2025-10-27,home_workout,SA,71.9
2025-11-03,home_workout,SA,68.8
2025-11-10,home_workout,SA,73.2
2025-11-17,home_workout,SA,74.2
2025-11-24,home_workout,SA,62.0
2025-12-01,home_workout,SA,80.0
2025-12-08,home_workout,SA,71.6
2025-12-15,home_workout,SA,69.1
2025-12-22,home_workout,SA,75.0
2025-12-29,home_workout,SA,76.0
2026-01-05,home_workout,SA,68.9
2026-01-12,home_workout,SA,73.7
2026-01-19,home_workout,SA,71.9
2026-01-26,home_workout,SA,81.1
2026-02-02,home_workout,SA,66.9
2026-02-09,home_workout,SA,87.6
2026-02-16,home_workout,SA,84.9
2026-02-23,home_workout,SA,81.2
2026-03-02,home_workout,SA,80.7
2026-03-09,home_workout,SA,84.3
2026-03-16,home_workout,SA,77.7
2026-03-23,home_workout,SA,67.1
2026-03-30,home_workout,SA,100.0
2026-04-06,home_workout,SA,80.1
2026-04-13,home_workout,SA,82.6
2026-04-20,home_workout,SA,84.8
2024-01-01,ihram,SA,26.6
2024-01-08,ihram,SA,23.7
2024-01-15,ihram,SA,23.4
2024-01-22,ihram,SA,24.1
2024-01-29,ihram,SA,21.3
2024-02-05,ihram,SA,24.3
2024-02-12,ihram,SA,23.4
2024-02-19,ihram,SA,21.5
2024-02-26,ihram,SA,22.6
2024-03-04,ihram,SA,21.8
2024-03-11,ihram,SA,25.4
2024-03-18,ihram,SA,21.5
2024-03-25,ihram,SA,22.6
2024-04-01,ihram,SA,19.7
2024-04-08,ihram,SA,22.8
2024-04-15,ihram,SA,20.9
2024-04-22,ihram,SA,25.9
2024-04-29,ihram,SA,24.8
2024-05-06,ihram,SA,22.3
2024-05-13,ihram,SA,24.0
2024-05-20,ihram,SA,23.4
2024-05-27,ihram,SA,22.1
2024-06-03,ihram,SA,27.9
2024-06-10,ihram,SA,94.1
2024-06-17,ihram,SA,47.8
2024-06-24,ihram,SA,24.6
2024-07-01,ihram,SA,21.6
2024-07-08,ihram,SA,23.0
2024-07-15,ihram,SA,24.4
2024-07-22,ihram,SA,21.4
2024-07-29,ihram,SA,20.8
2024-08-05,ihram,SA,20.2
2024-08-12,ihram,SA,23.4
2024-08-19,ihram,SA,21.9
2024-08-26,ihram,SA,22.3
2024-09-02,ihram,SA,23.0
2024-09-09,ihram,SA,21.9
2024-09-16,ihram,SA,21.5
2024-09-23,ihram,SA,24.0
2024-09-30,ihram,SA,24.7
2024-10-07,ihram,SA,23.1
2024-10-14,ihram,SA,22.8
2024-10-21,ihram,SA,25.8
2024-10-28,ihram,SA,25.3
2024-11-04,ihram,SA,23.8
2024-11-11,ihram,SA,26.2
2024-11-18,ihram,SA,22.8
2024-11-25,ihram,SA,20.8
2024-12-02,ihram,SA,22.5
2024-12-09,ihram,SA,24.6
2024-12-16,ihram,SA,22.1
2024-12-23,ihram,SA,23.1
2024-12-30,ihram,SA,24.1
2025-01-06,ihram,SA,22.0
2025-01-13,ihram,SA,26.1
2025-01-20,ihram,SA,22.1
2025-01-27,ihram,SA,22.5
2025-02-03,ihram,SA,26.1
2025-02-10,ihram,SA,22.0
2025-02-17,ihram,SA,25.4
2025-02-24,ihram,SA,25.1
2025-03-03,ihram,SA,25.7
2025-03-10,ihram,SA,24.3
2025-03-17,ihram,SA,19.4
2025-03-24,ihram,SA,26.6
2025-03-31,ihram,SA,24.8
2025-04-07,ihram,SA,25.3
2025-04-14,ihram,SA,24.4
2025-04-21,ihram,SA,22.1
2025-04-28,ihram,SA,24.2
2025-05-05,ihram,SA,21.9
2025-05-12,ihram,SA,19.3
2025-05-19,ihram,SA,21.5
2025-05-26,ihram,SA,44.8
2025-06-02,ihram,SA,100.0
2025-06-09,ihram,SA,23.6
2025-06-16,ihram,SA,23.1
2025-06-23,ihram,SA,25.0
2025-06-30,ihram,SA,21.9
2025-07-07,ihram,SA,18.9
2025-07-14,ihram,SA,23.7
2025-07-21,ihram,SA,21.2
2025-07-28,ihram,SA,25.3
2025-08-04,ihram,SA,22.0
2025-08-11,ihram,SA,21.6
2025-08-18,ihram,SA,27.8
2025-08-25,ihram,SA,25.1
2025-09-01,ihram,SA,20.8
2025-09-08,ihram,SA,23.0
2025-09-15,ihram,SA,24.1
2025-09-22,ihram,SA,22.0
2025-09-29,ihram,SA,20.7
2025-10-06,ihram,SA,22.8
2025-10-13,ihram,SA,22.4
2025-10-20,ihram,SA,23.3
2025-10-27,ihram,SA,21.8
2025-11-03,ihram,SA,24.2
2025-11-10,ihram,SA,27.2
2025-11-17,ihram,SA,22.4
2025-11-24,ihram,SA,22.6
2025-12-01,ihram,SA,20.8
2025-12-08,ihram,SA,25.4
2025-12-15,ihram,SA,24.3
2025-12-22,ihram,SA,20.2
2025-12-29,ihram,SA,22.1
2026-01-05,ihram,SA,22.4
2026-01-12,ihram,SA,22.7
2026-01-19,ihram,SA,24.3
2026-01-26,ihram,SA,21.2
2026-02-02,ihram,SA,22.0
2026-02-09,ihram,SA,24.3
2026-02-16,ihram,SA,21.9
2026-02-23,ihram,SA,22.4
2026-03-02,ihram,SA,20.2
2026-03-09,ihram,SA,25.1
2026-03-16,ihram,SA,22.4
2026-03-23,ihram,SA,22.9
2026-03-30,ihram,SA,20.4
2026-04-06,ihram,SA,24.5
2026-04-13,ihram,SA,24.0
2026-04-20,ihram,SA,21.1
2024-01-01,ksa_flag_merch,SA,20.2
2024-01-08,ksa_flag_merch,SA,19.3
2024-01-15,ksa_flag_merch,SA,20.2
2024-01-22,ksa_flag_merch,SA,22.3
2024-01-29,ksa_flag_merch,SA,20.9
2024-02-05,ksa_flag_merch,SA,19.1
2024-02-12,ksa_flag_merch,SA,21.2
2024-02-19,ksa_flag_merch,SA,21.1
2024-02-26,ksa_flag_merch,SA,19.6
2024-03-04,ksa_flag_merch,SA,20.5
2024-03-11,ksa_flag_merch,SA,19.5
2024-03-18,ksa_flag_merch,SA,21.6
2024-03-25,ksa_flag_merch,SA,18.3
2024-04-01,ksa_flag_merch,SA,19.6
2024-04-08,ksa_flag_merch,SA,22.4
2024-04-15,ksa_flag_merch,SA,20.1
2024-04-22,ksa_flag_merch,SA,21.3
2024-04-29,ksa_flag_merch,SA,21.2
2024-05-06,ksa_flag_merch,SA,20.7
2024-05-13,ksa_flag_merch,SA,19.7
2024-05-20,ksa_flag_merch,SA,19.1
2024-05-27,ksa_flag_merch,SA,20.4
2024-06-03,ksa_flag_merch,SA,22.2
2024-06-10,ksa_flag_merch,SA,22.0
2024-06-17,ksa_flag_merch,SA,22.1
2024-06-24,ksa_flag_merch,SA,18.0
2024-07-01,ksa_flag_merch,SA,20.0
2024-07-08,ksa_flag_merch,SA,17.9
2024-07-15,ksa_flag_merch,SA,21.9
2024-07-22,ksa_flag_merch,SA,20.7
2024-07-29,ksa_flag_merch,SA,19.0
2024-08-05,ksa_flag_merch,SA,20.8
2024-08-12,ksa_flag_merch,SA,20.3
2024-08-19,ksa_flag_merch,SA,20.5
2024-08-26,ksa_flag_merch,SA,20.2
2024-09-02,ksa_flag_merch,SA,19.9
2024-09-09,ksa_flag_merch,SA,40.7
2024-09-16,ksa_flag_merch,SA,100.0
2024-09-23,ksa_flag_merch,SA,43.2
2024-09-30,ksa_flag_merch,SA,22.4
2024-10-07,ksa_flag_merch,SA,21.0
2024-10-14,ksa_flag_merch,SA,23.0
2024-10-21,ksa_flag_merch,SA,22.6
2024-10-28,ksa_flag_merch,SA,20.5
2024-11-04,ksa_flag_merch,SA,21.6
2024-11-11,ksa_flag_merch,SA,22.4
2024-11-18,ksa_flag_merch,SA,22.4
2024-11-25,ksa_flag_merch,SA,22.2
2024-12-02,ksa_flag_merch,SA,22.4
2024-12-09,ksa_flag_merch,SA,20.7
2024-12-16,ksa_flag_merch,SA,21.4
2024-12-23,ksa_flag_merch,SA,22.0
2024-12-30,ksa_flag_merch,SA,23.8
2025-01-06,ksa_flag_merch,SA,20.1
2025-01-13,ksa_flag_merch,SA,22.0
2025-01-20,ksa_flag_merch,SA,18.8
2025-01-27,ksa_flag_merch,SA,20.3
2025-02-03,ksa_flag_merch,SA,21.8
2025-02-10,ksa_flag_merch,SA,20.6
2025-02-17,ksa_flag_merch,SA,21.1
2025-02-24,ksa_flag_merch,SA,20.7
2025-03-03,ksa_flag_merch,SA,23.0
2025-03-10,ksa_flag_merch,SA,20.5
2025-03-17,ksa_flag_merch,SA,21.5
2025-03-24,ksa_flag_merch,SA,21.6
2025-03-31,ksa_flag_merch,SA,23.4
2025-04-07,ksa_flag_merch,SA,22.3
2025-04-14,ksa_flag_merch,SA,21.3
2025-04-21,ksa_flag_merch,SA,23.6
2025-04-28,ksa_flag_merch,SA,21.0
2025-05-05,ksa_flag_merch,SA,21.6
2025-05-12,ksa_flag_merch,SA,21.1
2025-05-19,ksa_flag_merch,SA,22.0
2025-05-26,ksa_flag_merch,SA,20.9
2025-06-02,ksa_flag_merch,SA,18.5
2025-06-09,ksa_flag_merch,SA,21.9
2025-06-16,ksa_flag_merch,SA,22.7
2025-06-23,ksa_flag_merch,SA,23.7
2025-06-30,ksa_flag_merch,SA,21.3
2025-07-07,ksa_flag_merch,SA,20.1
2025-07-14,ksa_flag_merch,SA,21.7
2025-07-21,ksa_flag_merch,SA,21.2
2025-07-28,ksa_flag_merch,SA,20.0
2025-08-04,ksa_flag_merch,SA,20.9
2025-08-11,ksa_flag_merch,SA,22.4
2025-08-18,ksa_flag_merch,SA,21.2
2025-08-25,ksa_flag_merch,SA,21.2
2025-09-01,ksa_flag_merch,SA,20.6
2025-09-08,ksa_flag_merch,SA,39.1
2025-09-15,ksa_flag_merch,SA,89.5
2025-09-22,ksa_flag_merch,SA,70.1
2025-09-29,ksa_flag_merch,SA,21.9
2025-10-06,ksa_flag_merch,SA,21.5
2025-10-13,ksa_flag_merch,SA,23.0
2025-10-20,ksa_flag_merch,SA,24.0
2025-10-27,ksa_flag_merch,SA,23.0
2025-11-03,ksa_flag_merch,SA,21.2
2025-11-10,ksa_flag_merch,SA,23.8
2025-11-17,ksa_flag_merch,SA,23.8
2025-11-24,ksa_flag_merch,SA,22.8
2025-12-01,ksa_flag_merch,SA,23.8
2025-12-08,ksa_flag_merch,SA,21.5
2025-12-15,ksa_flag_merch,SA,22.4
2025-12-22,ksa_flag_merch,SA,22.6
2025-12-29,ksa_flag_merch,SA,22.1
2026-01-05,ksa_flag_merch,SA,22.0
2026-01-12,ksa_flag_merch,SA,22.7
2026-01-19,ksa_flag_merch,SA,22.0
2026-01-26,ksa_flag_merch,SA,21.3
2026-02-02,ksa_flag_merch,SA,20.5
2026-02-09,ksa_flag_merch,SA,23.0
2026-02-16,ksa_flag_merch,SA,23.0
2026-02-23,ksa_flag_merch,SA,20.7
2026-03-02,ksa_flag_merch,SA,23.1
2026-03-09,ksa_flag_merch,SA,22.4
2026-03-16,ksa_flag_merch,SA,23.7
2026-03-23,ksa_flag_merch,SA,21.7
2026-03-30,ksa_flag_merch,SA,21.6
2026-04-06,ksa_flag_merch,SA,23.6
2026-04-13,ksa_flag_merch,SA,20.9
2026-04-20,ksa_flag_merch,SA,20.6
2024-01-01,matcha,SA,14.7
2024-01-08,matcha,SA,14.7
2024-01-15,matcha,SA,16.1
2024-01-22,matcha,SA,16.9
2024-01-29,matcha,SA,15.5
2024-02-05,matcha,SA,18.4
2024-02-12,matcha,SA,15.3
2024-02-19,matcha,SA,18.1
2024-02-26,matcha,SA,15.9
2024-03-04,matcha,SA,16.1
2024-03-11,matcha,SA,15.0
2024-03-18,matcha,SA,17.7
2024-03-25,matcha,SA,17.4
2024-04-01,matcha,SA,16.7
2024-04-08,matcha,SA,18.9
2024-04-15,matcha,SA,18.2
2024-04-22,matcha,SA,19.2
2024-04-29,matcha,SA,16.7
2024-05-06,matcha,SA,18.0
2024-05-13,matcha,SA,17.7
2024-05-20,matcha,SA,23.5
2024-05-27,matcha,SA,21.3
2024-06-03,matcha,SA,24.2
2024-06-10,matcha,SA,25.3
2024-06-17,matcha,SA,20.7
2024-06-24,matcha,SA,19.3
2024-07-01,matcha,SA,19.8
2024-07-08,matcha,SA,21.1
2024-07-15,matcha,SA,21.6
2024-07-22,matcha,SA,23.4
2024-07-29,matcha,SA,24.9
2024-08-05,matcha,SA,20.7
2024-08-12,matcha,SA,22.9
2024-08-19,matcha,SA,23.5
2024-08-26,matcha,SA,24.3
2024-09-02,matcha,SA,25.8
2024-09-09,matcha,SA,27.5
2024-09-16,matcha,SA,32.7
2024-09-23,matcha,SA,26.3
2024-09-30,matcha,SA,31.3
2024-10-07,matcha,SA,23.9
2024-10-14,matcha,SA,27.7
2024-10-21,matcha,SA,23.6
2024-10-28,matcha,SA,24.5
2024-11-04,matcha,SA,27.5
2024-11-11,matcha,SA,33.1
2024-11-18,matcha,SA,29.8
2024-11-25,matcha,SA,31.1
2024-12-02,matcha,SA,26.6
2024-12-09,matcha,SA,27.0
2024-12-16,matcha,SA,24.9
2024-12-23,matcha,SA,34.3
2024-12-30,matcha,SA,34.2
2025-01-06,matcha,SA,32.8
2025-01-13,matcha,SA,37.6
2025-01-20,matcha,SA,35.6
2025-01-27,matcha,SA,34.3
2025-02-03,matcha,SA,35.3
2025-02-10,matcha,SA,37.6
2025-02-17,matcha,SA,31.8
2025-02-24,matcha,SA,35.5
2025-03-03,matcha,SA,35.3
2025-03-10,matcha,SA,34.5
2025-03-17,matcha,SA,40.3
2025-03-24,matcha,SA,42.9
2025-03-31,matcha,SA,36.5
2025-04-07,matcha,SA,33.7
2025-04-14,matcha,SA,40.5
2025-04-21,matcha,SA,40.7
2025-04-28,matcha,SA,41.0
2025-05-05,matcha,SA,42.4
2025-05-12,matcha,SA,37.8
2025-05-19,matcha,SA,42.1
2025-05-26,matcha,SA,40.6
2025-06-02,matcha,SA,49.4
2025-06-09,matcha,SA,43.5
2025-06-16,matcha,SA,51.4
2025-06-23,matcha,SA,48.9
2025-06-30,matcha,SA,46.7
2025-07-07,matcha,SA,47.5
2025-07-14,matcha,SA,46.4
2025-07-21,matcha,SA,54.0
2025-07-28,matcha,SA,61.9
2025-08-04,matcha,SA,52.4
2025-08-11,matcha,SA,54.7
2025-08-18,matcha,SA,60.8
2025-08-25,matcha,SA,53.6
2025-09-01,matcha,SA,57.0
2025-09-08,matcha,SA,66.6
2025-09-15,matcha,SA,55.2
2025-09-22,matcha,SA,58.2
2025-09-29,matcha,SA,64.6
2025-10-06,matcha,SA,57.6
2025-10-13,matcha,SA,68.5
2025-10-20,matcha,SA,64.1
2025-10-27,matcha,SA,67.4
2025-11-03,matcha,SA,64.1
2025-11-10,matcha,SA,70.6
2025-11-17,matcha,SA,70.7
2025-11-24,matcha,SA,60.5
2025-12-01,matcha,SA,65.3
2025-12-08,matcha,SA,69.1
2025-12-15,matcha,SA,64.5
2025-12-22,matcha,SA,62.4
2025-12-29,matcha,SA,70.7
2026-01-05,matcha,SA,56.9
2026-01-12,matcha,SA,89.2
2026-01-19,matcha,SA,75.1
2026-01-26,matcha,SA,82.3
2026-02-02,matcha,SA,85.3
2026-02-09,matcha,SA,76.8
2026-02-16,matcha,SA,75.4
2026-02-23,matcha,SA,85.9
2026-03-02,matcha,SA,84.0
2026-03-09,matcha,SA,84.9
2026-03-16,matcha,SA,93.5
2026-03-23,matcha,SA,100.0
2026-03-30,matcha,SA,88.8
2026-04-06,matcha,SA,87.7
2026-04-13,matcha,SA,78.3
2026-04-20,matcha,SA,75.7
2024-01-01,milk,SA,85.5
2024-01-08,milk,SA,90.5
2024-01-15,milk,SA,83.7
2024-01-22,milk,SA,96.6
2024-01-29,milk,SA,88.3
2024-02-05,milk,SA,85.5
2024-02-12,milk,SA,95.4
2024-02-19,milk,SA,91.6
2024-02-26,milk,SA,92.7
2024-03-04,milk,SA,84.3
2024-03-11,milk,SA,87.9
2024-03-18,milk,SA,81.5
2024-03-25,milk,SA,90.0
2024-04-01,milk,SA,82.8
2024-04-08,milk,SA,90.3
2024-04-15,milk,SA,82.6
2024-04-22,milk,SA,89.3
2024-04-29,milk,SA,91.4
2024-05-06,milk,SA,91.0
2024-05-13,milk,SA,83.8
2024-05-20,milk,SA,82.0
2024-05-27,milk,SA,89.0
2024-06-03,milk,SA,91.5
2024-06-10,milk,SA,84.8
2024-06-17,milk,SA,91.1
2024-06-24,milk,SA,83.7
2024-07-01,milk,SA,85.7
2024-07-08,milk,SA,90.8
2024-07-15,milk,SA,91.2
2024-07-22,milk,SA,90.8
2024-07-29,milk,SA,83.4
2024-08-05,milk,SA,86.3
2024-08-12,milk,SA,89.0
2024-08-19,milk,SA,91.0
2024-08-26,milk,SA,86.8
2024-09-02,milk,SA,94.8
2024-09-09,milk,SA,82.9
2024-09-16,milk,SA,87.2
2024-09-23,milk,SA,82.5
2024-09-30,milk,SA,87.1
2024-10-07,milk,SA,91.3
2024-10-14,milk,SA,94.1
2024-10-21,milk,SA,90.2
2024-10-28,milk,SA,89.8
2024-11-04,milk,SA,89.5
2024-11-11,milk,SA,94.1
2024-11-18,milk,SA,88.5
2024-11-25,milk,SA,85.8
2024-12-02,milk,SA,90.8
2024-12-09,milk,SA,86.5
2024-12-16,milk,SA,91.9
2024-12-23,milk,SA,90.0
2024-12-30,milk,SA,89.7
2025-01-06,milk,SA,90.6
2025-01-13,milk,SA,87.1
2025-01-20,milk,SA,83.9
2025-01-27,milk,SA,89.1
2025-02-03,milk,SA,90.0
2025-02-10,milk,SA,94.3
2025-02-17,milk,SA,84.4
2025-02-24,milk,SA,88.0
2025-03-03,milk,SA,86.4
2025-03-10,milk,SA,87.6
2025-03-17,milk,SA,94.3
2025-03-24,milk,SA,85.0
2025-03-31,milk,SA,85.4
2025-04-07,milk,SA,85.6
2025-04-14,milk,SA,87.9
2025-04-21,milk,SA,93.2
2025-04-28,milk,SA,87.6
2025-05-05,milk,SA,92.2
2025-05-12,milk,SA,90.6
2025-05-19,milk,SA,85.3
2025-05-26,milk,SA,92.5
2025-06-02,milk,SA,86.8
2025-06-09,milk,SA,86.7
2025-06-16,milk,SA,93.5
2025-06-23,milk,SA,88.0
2025-06-30,milk,SA,88.5
2025-07-07,milk,SA,89.5
2025-07-14,milk,SA,85.8
2025-07-21,milk,SA,93.6
2025-07-28,milk,SA,88.3
2025-08-04,milk,SA,88.3
2025-08-11,milk,SA,89.4
2025-08-18,milk,SA,85.4
2025-08-25,milk,SA,91.0
2025-09-01,milk,SA,88.9
2025-09-08,milk,SA,86.8
2025-09-15,milk,SA,85.4
2025-09-22,milk,SA,94.1
2025-09-29,milk,SA,84.7
2025-10-06,milk,SA,89.1
2025-10-13,milk,SA,88.5
2025-10-20,milk,SA,87.2
2025-10-27,milk,SA,87.4
2025-11-03,milk,SA,83.8
2025-11-10,milk,SA,92.4
2025-11-17,milk,SA,90.8
2025-11-24,milk,SA,92.1
2025-12-01,milk,SA,97.0
2025-12-08,milk,SA,85.2
2025-12-15,milk,SA,92.7
2025-12-22,milk,SA,90.6
2025-12-29,milk,SA,88.9
2026-01-05,milk,SA,90.9
2026-01-12,milk,SA,92.3
2026-01-19,milk,SA,88.5
2026-01-26,milk,SA,100.0
2026-02-02,milk,SA,92.6
2026-02-09,milk,SA,84.0
2026-02-16,milk,SA,89.6
2026-02-23,milk,SA,88.2
2026-03-02,milk,SA,87.0
2026-03-09,milk,SA,88.0
2026-03-16,milk,SA,87.6
2026-03-23,milk,SA,85.2
2026-03-30,milk,SA,86.4
2026-04-06,milk,SA,95.6
2026-04-13,milk,SA,89.7
2026-04-20,milk,SA,93.3
2024-01-01,padel,SA,25.7
2024-01-08,padel,SA,23.3
2024-01-15,padel,SA,22.1
2024-01-22,padel,SA,27.7
2024-01-29,padel,SA,24.6
2024-02-05,padel,SA,26.7
2024-02-12,padel,SA,26.8
2024-02-19,padel,SA,26.5
2024-02-26,padel,SA,23.2
2024-03-04,padel,SA,26.8
2024-03-11,padel,SA,27.5
2024-03-18,padel,SA,24.1
2024-03-25,padel,SA,28.9
2024-04-01,padel,SA,25.8
